 -0.309848  -0.110195   0.194769   0.312857  -0.419465  -0.243983  -0.184368  -0.418173  -0.400204 -0.0940803
-0.367779   0.75859  0.384943  0.269606 -0.489317   1.18818 -0.331312 -0.785021  0.826553  0.830274
0.0718248  0.416217  0.369214  0.262397 -0.753075   1.83074   0.34384 -0.927872   1.01016   0.93656
-0.190821  0.826911  0.312032  0.229979  0.215082   1.56435  0.281121   -1.0136   1.02249  0.726653
-0.0551556   0.638196   0.398088  -0.223325   0.330396    1.34728  0.0782335  0.0939117   0.893701   0.407118
  0.235657   0.438552    1.07764  -0.318654   0.542666    1.92093  0.0474722 0.00631296    2.17471   0.942027
0.00734357     0.3397    1.46546  -0.296729   0.403489    1.85087  0.0605256  0.0106112    2.12392   0.679389
-0.016969   0.74487   1.48478  0.939824 0.0809121    1.7266 -0.234326 0.0366898   1.80331  0.477031
-0.0969706   0.578525    1.28073   0.699082   0.538233    1.84648  -0.415703 -0.0405269    1.50271   0.989049
-0.342154  0.560713  0.953589  0.482734  0.504181   2.12771  -0.61833 -0.293244    2.1597   1.06022
-0.553411  0.339663  0.752153  0.566296  0.430602   2.60774 -0.852095 -0.421128   2.20678   1.55885
 -0.646794   0.368383   0.719398    1.17285   0.135829    2.33801   0.100855 -0.0849684    2.92944    1.39088
-0.667989 0.0644344  0.695034  0.943695   0.37318   2.00942 -0.074585  0.167814   2.82435    1.6137
-0.678705  0.242317  0.829919  0.930929  0.270868   2.01158 -0.204771 0.0775857   2.46422    1.4457
  -0.399728 -0.00808877     1.50868    0.963182    0.138182     2.04684   -0.428743    0.334999      2.5985     1.34576
-0.394173  0.358083   1.39227  0.707823   1.08661   2.20225 -0.569554   1.03142    2.4433  0.962379
-0.424204  0.111831   1.78747  0.718361  0.891561   2.28333 -0.930016  0.913026   2.93137  0.586475
-0.373707  0.157356   1.99239  0.597839  0.730427   2.35184 -0.889606  0.783043   2.54635   0.86723
-0.789872  0.525828   2.18119   0.28051  0.439578   1.97005  0.677484  0.918875   2.12082  0.733423
-0.303569  0.336619    2.2113 0.0481087  0.750281   1.70796  0.446318  0.719057   2.02647  0.687386
-0.582471  0.388248   2.55252  0.177999   1.23303   1.34194  0.376999   1.30695   1.95319  0.554647
-0.531108  0.661268   2.22594   2.02397   1.20403  0.865388  0.381338  0.940371   1.55849  0.135404
 -0.475793   0.858905    2.00446    1.68014    1.16542    1.19185    1.01547    1.19001    1.42718 -0.0857819
-0.228798   0.75349   1.94022    1.7064   2.72547    1.1978   1.18757  0.976377   1.37337  0.321748
  1.23416 -0.691919    1.9301   1.28002   4.37516   2.13545   1.47702  0.498581    1.8027  0.212568
   1.15268 -0.0893312     2.1095      1.405    3.99989    1.80459    1.56493   0.511222    1.65837   0.286996
 0.94208 0.952774  1.95849  1.18924  3.82429  1.54377  1.43429 0.707129  1.57644 0.322605
0.622487 0.824841  2.37172  1.36262  3.80375  1.22817  1.46428 0.685829  1.84806 0.144223
 0.34124 0.710365  2.08903  1.17286  3.43226 0.982964  1.17494 0.603872  1.55848 0.245666
  0.10339  0.925704   1.85248   1.48948   2.94712    1.1555    1.2209  0.473038   1.45402 0.0806233
-0.00821064    0.723757     2.23291      1.3922     2.56105     1.28294    0.963268     0.61954      1.0995    0.824557
-0.411685   1.16071   2.24384  0.985136   2.98442   1.61426  0.781825   1.05277  0.861143  0.951064
-0.566733   1.72307   2.20395   0.79791   2.97101   1.40334  0.385755   0.83834  0.695687  0.717644
-0.970593   1.77286   2.63741  0.411352   2.59106   1.78343 -0.245305   1.13795  0.455069  0.279635
-0.799185   1.45198    2.3002   1.19306    2.9564   1.79185 -0.026278   1.02499  0.373755  0.955116
-0.597739   1.93431   1.93394   1.21046   2.67571   1.61987 -0.265375   1.08223  0.265021   2.40814
-0.624336   2.26654   2.11745  0.951134   2.40755      1.93 0.0482501   0.87716  0.272585   2.27393
-0.801704    2.0382   1.79541  0.745467   2.21882   1.66217  0.304178  0.509638 0.0250486   2.14721
-0.720917   1.76039   1.91015  0.774808   2.73562   1.49665 0.0801001  0.197198 0.0324161   2.25261
   -0.90657     1.46871     1.61826    0.588111     2.40462     1.30921 -0.00603877    0.576409    0.181152     1.98839
-0.782198   1.67526   0.78551  0.617721    4.6688   1.03059 -0.409476   1.22978  0.266891   1.53569
-0.495955   1.70535   1.25688  0.647972   4.41394  0.944218 0.0330929  0.985243 0.0562754   1.36079
-0.522605   1.08625    1.2214  0.894209   4.62789  0.541319  0.318545  0.959578  0.869993   1.08951
-0.438339  0.779179   1.32492   1.49022   4.72613  0.173135  0.305865  0.712192  0.588842  0.799795
-0.501329  0.644864   1.10411   2.02422   4.47747 0.0329504  0.305431  0.667132  0.383861   1.21393
  -0.641073    0.474098    0.995179     2.09848     4.68745 -0.00630289    0.286612    0.862868    0.148578    0.891664
 -0.485714   0.724684    1.31207    2.22253    4.28898 0.00576297   0.387222   0.640719  0.0149569   0.903543
 -0.581665     1.0693    1.29801    1.96803    3.73809 -0.0718634   0.631208   0.593374   0.231167    1.64552
0.0170836  0.853516   1.18768    1.7718   3.52253 -0.181368  0.520233  0.463239 0.0851482    1.7392
 0.611599   3.10041   1.02734   1.41996   4.64927 -0.112511  0.251987  0.577666   0.64715    1.2141
 0.408109    2.8913  0.932828   1.42527   4.33161 -0.222901   0.14918  0.468464  0.580115   1.15808
 0.226787   2.60395   1.06716   1.41953    4.1332 -0.154073 0.0637674  0.352916  0.431377   1.01141
 0.0170916    2.52421   0.747007    1.01938     3.5243 -0.0748727    1.04112  0.0900375   0.413041    1.24564
-0.110343    2.1999    1.3986  0.877535   3.11366 0.0379321   1.07843   0.29512  0.304884   1.39657
0.388259  1.88771  1.27579 0.654191   2.8855 0.914558 0.825184  0.39531 0.287349  1.68336
0.170672  1.68531   1.3084 0.283638  2.70902 0.762347 0.619055 0.185388 0.040059  1.83047
0.0451127   1.41704   1.18013  0.142526   2.33994  0.547602  0.930042 0.0122298  0.108343   1.70257
   0.53217    1.24035    1.19158    1.29922    1.76754   0.450033   0.861454  -0.214706 -0.0512366    1.51254
 0.980977   1.68659   1.34209  0.980386   1.89358   0.62066  0.729917 -0.268082    0.6024   2.05282
  0.72484   1.40747   1.20549   1.37729   1.92577   1.17489   0.52732 -0.260633  0.387172   1.95638
 0.615064   1.18603  0.978522   1.35033   1.64532    1.0197  0.620092 -0.191494  0.730556   2.82343
 0.187452  0.900287   1.90147   1.09268   1.44846  0.973888   0.66593 -0.279552  0.636839   2.58442
 0.037335   1.94111   1.58768   0.74418   1.70079    1.7546  0.617797 -0.395263  0.731789   2.61329
 -0.26498   1.61207    2.1914  0.588942   1.66091   1.51187  0.560879 -0.288998  0.537045   2.38477
0.419527  1.28803  1.99805 0.403613  2.36021  1.38641 0.517462 -0.41992   1.0696  2.08004
  0.206396   0.897303    1.66934   0.248558    2.28837    1.01892   0.228185 -0.0470248    1.48314    1.70983
      0.29   0.898356    1.37565 -0.0571601    2.24459    1.84475   0.314823  -0.147992    1.24654    1.61362
0.0871653  0.732346   2.62966  0.538468   2.03604    1.5776  0.123743  0.239638   1.32364   1.05757
-0.180993  0.518669   2.34768  0.527475   2.00594   2.27364  0.385105  0.199824   1.14194  0.686929
-0.293486  0.504388   2.03503  0.440568    1.6142   1.94604  0.150952  0.282233  0.761902  0.500519
-0.135341  0.398242    1.6424   0.55622   1.27111   1.68324  -0.11351  0.217718  0.433117  0.565698
 0.798015  0.172965  0.968432  0.764883   2.41639   1.86297 -0.230888 -0.121279  0.544721   0.27312
 0.552046 -0.129634   1.43806  0.331272   2.24488   1.38013  0.861212  0.118556  0.112161  0.306895
   1.00918  0.0336559    1.52019   0.456767    2.02969    1.20332    0.83661   0.241487 -0.0239329   0.110422
 0.947572 -0.179007   1.52379  0.343526   1.71192   1.15836  0.677811  0.357122  0.107885 0.0190294
 0.787984 -0.385389   1.35187  0.484648   1.58749  0.853756  0.784385  0.260261  0.203757  0.526821
0.903356 0.293914  1.06378 0.376068  1.37561  1.03519 0.957178 0.585994 0.043671 0.365234
0.613849 0.671563 0.726146 0.261212 0.847986 0.481477 0.625514  1.75766 0.495318 0.393561
0.985019 0.549321  1.01172 0.132091  1.15101 0.861809 0.761885  1.66817 0.422931 0.214794
  0.813862   0.517816    1.15965 0.00542188    1.03805    1.50559   0.611048    1.52761   0.180709    0.23412
  0.86879  0.499705  0.992595    1.0187  0.805061   1.28195  0.266308   1.74255  0.510652 0.0769406
 0.500716   0.30033  0.874182  0.838624  0.615762  0.993108  0.110373   1.50058  0.270945 -0.136001
   0.23377   0.336966   0.949529    1.64397    1.17459   0.851996 -0.0105104    1.77542   0.543106  -0.285686
0.0321329  0.791774   0.79821   1.89126  0.902438  0.806193 0.0212628    1.3961   0.48542   -0.1295
 0.207887   0.81251   1.48372   1.52969   0.96965  0.721266 -0.242761   2.14071  0.709534 -0.191796
 0.080374  0.555584   1.58254   1.44238  0.622255   1.16639 0.0434825   1.81498  0.475216 -0.307423
0.0576511   1.42101   1.30069   1.79422  0.429432   1.25336  0.221317   1.54522   0.46073 -0.354047
 0.469884   1.37201   1.98567   1.81259   0.22503  0.992272    0.5757   1.16519  0.491492 0.0840867
0.0347058   1.85083   1.65134   1.43864  0.309641  0.924991   1.03154  0.925599 0.0828692  0.607739
-0.204407   1.73154   1.24086   1.24822  0.255224   1.39496  0.974223  0.713365 -0.161101  0.663225
  0.584991    1.49267    1.38948    1.22891   0.581348    1.35343   0.700026   0.704756 -0.0984886   0.696812
 0.396638   1.36038   1.15695   1.36351  0.544171   1.09586  0.590366  0.621677 -0.161943  0.423166
  0.227284    1.13093   0.744779    1.06367   0.818215   0.995676   0.428652    1.45168 -0.0302178   0.788003
0.0464943   1.12107   1.62514   1.44427  0.807371   1.35022  0.339005   1.05726 -0.154092  0.590587
-0.0223262    1.27755    1.80537    1.48407   0.517227    1.56884   0.215831    1.28939  -0.132646   0.598985
-0.149001   1.43785   1.60023   1.35589  0.774031    1.9269   1.22762   1.31364     0.518  0.419422
-0.375757   1.22453   1.38688   1.19825   1.17936   1.72043   1.16031    1.1871  0.378088 0.0841008
  -0.45662    1.36882    0.97383    1.61884    1.08178    1.23126    2.36294   0.998747   0.997369 -0.0443697
-0.629233   1.16263  0.825732   1.40925   1.27973  0.952166   2.19028  0.703439  0.777873 -0.274688
